pricedSecurityName,PartitionKey,AsOfDate,FxHedgingPercent,EnrichmentStatus,InputModel,OutputModel,EnrichmentInputId,EnrichmentInputIdType,EnrichmentMessages,RMG_SecurityIsProxied,SecurityUpdateTimestamp,IsFxModel
ccy://RMG/NEAUSD,12,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/NEAUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""NEAUSD"" is backfilled or forward filled; earliest time series observation date is 20201015; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCGEL,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCGEL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TIN1,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""TIN1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCBHD,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCBHD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SART,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SART""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_LVL1,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_LVL1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CRC_TCXF,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CRC_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SRMUSD,12,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/SRMUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""SRMUSD"" is backfilled or forward filled; earliest time series observation date is 20200812; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CAD_LCH,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CAD_LCH""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/VND_TCXF,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""VND_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XAU,12,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/XOUUSD,12,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/XOUUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""XOUUSD"" is backfilled or forward filled; earliest time series observation date is 20210315; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_QAR1,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_QAR1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCGHS,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCGHS""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCUSD,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCUSD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BAT1,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BAT1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/DKK,12,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/SLE,12,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/IDR3,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""IDR3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BRL_SL,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BRL_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/HKD1,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""HKD1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ETH1,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ETH1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCBAU,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCBAU""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MXN3,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MXN3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCXAU2,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCXAU2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCEUR,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCEUR""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SGDCurncy,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SGDCurncy""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCMOP,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCMOP""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/QR_CAD,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""QR_CAD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCDZD,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCDZD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XAUSHA,12,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/AUD,12,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/CNY_LCH,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CNY_LCH""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/NOKUSD,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""NOKUSD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SGD4,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SGD4""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/HXRUSD,12,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/HXRUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""HXRUSD"" is backfilled or forward filled; earliest time series observation date is 20190805; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/OMR,12,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/AUA1,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AUA1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SKK3,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SKK3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_MYR1,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_MYR1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XAG2,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XAG2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PLN2,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PLN2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/FXCAD,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""FXCAD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCLRD,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCLRD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ZMW_TCXF,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ZMW_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCKR1,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCKR1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCUDI,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCUDI""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BTN,12,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/JPY3,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""JPY3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/KRW_SL,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""KRW_SL""",false,2024-11-20T10:55:10.539884,false
(102457:2583)-287,12,2024-09-02,NaN,Error,equityModel,equityModel,N/A,N/A,"Unknown equity time series named ""13123X508""",false,2024-11-20T10:55:23.209277,false
(102457:2583)-313,12,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
(102457:2583)-331,12,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
ccy://RMG/BOCTTD,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCTTD""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BOCCRC,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCCRC""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BOCAUL,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCAUL""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/QAR,2,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/TRY1,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""TRY1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CZKUSD,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CZKUSD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AK0,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK0""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CNY_SL,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CNY_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/EU3Y,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""EU3Y""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/UGX_TCXF,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""UGX_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/KAS3,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""KAS3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MYR_TCXF,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MYR_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CNY.BH,2,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/CNY.BH"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""CNY.BH"" is backfilled or forward filled; earliest time series observation date is 20031027; latest time series observation date is 20240715; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/QR_SAR,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""QR_SAR""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/DEM2,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""DEM2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CADT,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CADT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MUR_SL,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MUR_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/EUR_TCXF,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""EUR_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XPF,2,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCAG2,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCAG2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCPGK,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCPGK""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_AUD1,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_AUD1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCXPD,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCXPD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AK26,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK26""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_DKK1,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_DKK1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/LVL,2,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCNZD,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCNZD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/GYD,2,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCCOP,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCCOP""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/UZS,2,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCSVC,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCSVC""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/THB4,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""THB4""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ZWG,2,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/XDR,2,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BDT,2,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/EUR0,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""EUR0""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCH1,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCH1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PLN_SL,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PLN_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCGTQ,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCGTQ""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PHO5,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PHO5""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CRV1,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CRV1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/GHS_TCXF,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""GHS_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CN3N,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CN3N""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ARST,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ARST""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/LBP_TCXF,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""LBP_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/UZS_TCXF,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""UZS_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SPEC1,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SPEC1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/KRW2,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""KRW2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ARS_TCXF,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ARS_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCAR1,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCAR1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/NOK4,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""NOK4""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AFN3,2,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AFN3""",false,2024-11-20T10:55:10.539884,false
